NCM;Categoria;Descricao;InicioVigencia;FimVigencia;UTrib;DescricaoUTrib;Observacao
68129100;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68129100 - VEST,ACESS.CALÇADOS,ETC.DE AMIANTO/DAS MIST.;01/01/2016;;KG;QUILOGRAMA;
68129200;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68129200 - PAPÉIS,CARTÕES,FELTROS,DE AMIANTO/DAS MIST.;01/01/2016;;KG;QUILOGRAMA;
68129300;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68129300 - FOLHAS D/AMIANTO/ELASTÔM.P/JUNTS.MMO.ROLOS;01/01/2016;;KG;QUILOGRAMA;
68129910;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68129910 - OUTS.JUNTAS E ELEM.FUNÇÃO SEMEL.D/VEDAÇÃO;01/01/2016;;KG;QUILOGRAMA;
68129920;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68129920 - AMIANTO TRABALHADO, EM FIBRAS;01/01/2016;;KG;QUILOGRAMA;
68129930;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68129930 - MIST.À BAS.D/AMIANTO/AMIANTO C/CARB.MAGNÉSIO;01/01/2016;;KG;QUILOGRAMA;
68129990;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68129990 - OUTS.OBR.D/AMIAN.TRAB.FIB.MIST.AM.C/CARB.MAG.;01/01/2016;;KG;QUILOGRAMA;
68132000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68132000 - GUARNIÇAO DE FRICÇÃO CONTENDO AMIANTO;01/01/2016;;KG;QUILOGRAMA;
68138110;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68138110 - PASTILHAS P/FREIOS (TRAVÕES) NÃO CONTENDO AMIANTO;01/01/2016;;KG;QUILOGRAMA;
68138190;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68138190 - OUTS.GUARNIÇ.P/FREIOS (TRAVÕES) NÃO CONTENDO AMIANTO;01/01/2016;;KG;QUILOGRAMA;
68138910;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68138910 - DISCO DE FRICÇÃO P/EMBREAGENS, NÃO CONTENDO AMIANTO;01/01/2016;;KG;QUILOGRAMA;
68138990;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68138990 - OUTS.GUARNIÇÕES.Ñ MONT.P/EMB.ETC.NÃO CONTENDO AMIANTO;01/01/2016;;KG;QUILOGRAMA;
68141000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68141000 - PLACAS/FOLHAS/TIRAS, MICA AGLOMER./RECONST.;01/01/2016;;KG;QUILOGRAMA;
68149000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68149000 - OUTS.OBRAS DE MICA OU MICA TRABALHADA;01/01/2016;;KG;QUILOGRAMA;
68151010;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68151010 - FIBRAS DE CARBONO;01/01/2016;;KG;QUILOGRAMA;
68151020;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68151020 - TECIDOS FIBRA DE CARBONO;01/01/2016;;KG;QUILOGRAMA;
68151090;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68151090 - OUTS.OBRAS GRAFITA/OUTS.CARB.USO Ñ.ELÉTRICO;01/01/2016;;KG;QUILOGRAMA;
68152000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68152000 - OBRAS DE TURFA;01/01/2016;;KG;QUILOGRAMA;
68159110;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68159110 - OBRA MAGNESITA,ETC.CRUS,AGLOM.AGLUTIN.QUÍM.;01/01/2016;;KG;QUILOGRAMA;
68159190;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68159190 - OUTS.OBRAS-MAGNESITA/DOLOMITA/CROMITA;01/01/2016;;KG;QUILOGRAMA;
68159911;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68159911 - OBRA PEDRA ELETROFUNDIDA,TEOR ALUMINA>=90%;01/01/2016;;KG;QUILOGRAMA;
68159912;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68159912 - OBRA PEDRA ELETROFUNDIDA,C/TEOR SÍLICA>=90%;01/01/2016;;KG;QUILOGRAMA;
68159913;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68159913 - OBRA PEDRA ELETROFUND.TEOR ÓXIDO ZIRC.>=50%;01/01/2016;;KG;QUILOGRAMA;
68159914;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68159914 - OBRA PEDRA ELETROFUND.ALUMIN.SÍLICA+ÓX.ZIRC.;01/01/2016;;KG;QUILOGRAMA;
68159919;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68159919 - OUTS.OBRS.D/PEDRS.OUTS.MAT.MINS.ELETROFUND.;01/01/2016;;KG;QUILOGRAMA;
68159990;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68159990 - OUTS.OBRAS PEDRA/OUTS.MAT.MIN.Ñ OUTS.POS.;01/01/2016;;KG;QUILOGRAMA;
69010000;PRODUTOS CERÂMICOS;69010000 - TIJOLOS/OUTS.PEÇAS CERÂM.FAR.SILIC.FÓSSEIS;01/01/2016;;KG;QUILOGRAMA;
69021011;PRODUTOS CERÂMICOS;69021011 - TIJOLOS/PLACAS,C/PESO,>90% D/TRIÓXIDO DICROMO;01/01/2016;;KG;QUILOGRAMA;
69021018;PRODUTOS CERÂMICOS;69021018 - OUTROS TIJOLOS, MAGNESIANOS OU À BASE DE ÓXIDO DE CROMO;01/01/2016;;KG;QUILOGRAMA;
69021019;PRODUTOS CERÂMICOS;69021019 - OUTS.TIJOLOS,CERÂM.REFR.MAGNESIANO/ÓX.CROM;01/01/2016;;KG;QUILOGRAMA;
69021090;PRODUTOS CERÂMICOS;69021090 - OUTS.PEÇ.CERÂM.REFR.C/MAGN./CALC./CROM>50%;01/01/2016;;KG;QUILOGRAMA;
69022010;PRODUTOS CERÂMICOS;69022010 - TIJOLOS SÍLICO-ALUMINOSOS+50%ALUM.,SÍLIC./MIST.;01/01/2016;;KG;QUILOGRAMA;
69022091;PRODUTOS CERÂMICOS;69022091 - OUTS.TIJ/SEM.SÍLICO-ALUMINOSOS+50%ALUM.SÍLICA;01/01/2016;;KG;QUILOGRAMA;
69022092;PRODUTOS CERÂMICOS;69022092 - OUTS.TIJ/SEM.SILICOSO,SEMI-SILIC.SÍLIC.+50%ALUM.;01/01/2016;;KG;QUILOGRAMA;
69022093;PRODUTOS CERÂMICOS;69022093 - OUTROS TIJOLOS/SEM.SILIMANITA,+50%ALUMINA;01/01/2016;;KG;QUILOGRAMA;
69022099;PRODUTOS CERÂMICOS;69022099 - OUTS.TIJ/SEM.PESO+50%ALUM.,SÍLICA/MIST./COMB.;01/01/2016;;KG;QUILOGRAMA;
69029010;PRODUTOS CERÂMICOS;69029010 - OUTS.TIJOLOS E SEMELHANTES D/GRAFITA;01/01/2016;;KG;QUILOGRAMA;
69029020;PRODUTOS CERÂMICOS;69029020 - OUTS.TIJ/SEM.Ñ FUND.TEOR ÓX.ZIRCÔN.>25% PESO;01/01/2016;;KG;QUILOGRAMA;
69029030;PRODUTOS CERÂMICOS;69029030 - OUTS.TIJOLOS E SEM.TEOR D/CARB.>85% EM PESO;01/01/2016;;KG;QUILOGRAMA;
69029040;PRODUTOS CERÂMICOS;69029040 - OUTS.TIJOLOS,PLACAS /SEM.D/CARBONETO SILÍCIO;01/01/2016;;KG;QUILOGRAMA;
69029090;PRODUTOS CERÂMICOS;69029090 - QQ.OUTRO PROD.CERÂMICO Ñ CIT.ANTERIORMENTE;01/01/2016;;KG;QUILOGRAMA;
69031011;PRODUTOS CERÂMICOS;69031011 - CADINHOS GRAF.EXC.6903.10.12 PES>50%D/GRAFITA;01/01/2016;;KG;QUILOGRAMA;
69031012;PRODUTOS CERÂMICOS;69031012 - CADINHOS MIST.GRAF/CARB.SILÍC.PES>50%GRAFITA;01/01/2016;;KG;QUILOGRAMA;
69031019;PRODUTOS CERÂMICOS;69031019 - QQ.OUT.CADINHO PESO>50% D/GRAFITA/OUT.CARB.;01/01/2016;;KG;QUILOGRAMA;
69031020;PRODUTOS CERÂMICOS;69031020 - RETORTAS C/MIST.GRAF./CARB.SILÍCIO>50%GRAFITA;01/01/2016;;KG;QUILOGRAMA;
69031030;PRODUTOS CERÂMICOS;69031030 - TAMPAS,TAMPÕES C/PESO >50% D/GRAFITA/CARB.;01/01/2016;;KG;QUILOGRAMA;
69031040;PRODUTOS CERÂMICOS;69031040 - TUBOS C/PESO >50% D/GRAFITA/OUT.CARBONO;01/01/2016;;KG;QUILOGRAMA;
69031090;PRODUTOS CERÂMICOS;69031090 - OUTS.PROD.CERÂM.REFRAT.C/PESO >50% D/GRAF.;01/01/2016;;KG;QUILOGRAMA;
69032010;PRODUTOS CERÂMICOS;69032010 - CADINHOS C/PESO >50% DE ALUMINA;01/01/2016;;KG;QUILOGRAMA;
69032020;PRODUTOS CERÂMICOS;69032020 - TAMPAS,TAMPÕES,C/PESO >50% DE ALUMINA;01/01/2016;;KG;QUILOGRAMA;
69032030;PRODUTOS CERÂMICOS;69032030 - TUBOS C/PESO >50% DE ALUMINA;01/01/2016;;KG;QUILOGRAMA;
69032090;PRODUTOS CERÂMICOS;69032090 - OUTS.PROD.CERÂMICOS C/PESO >50% D/ALUMINA;01/01/2016;;KG;QUILOGRAMA;
69039011;PRODUTOS CERÂMICOS;69039011 - OUTS.TUBOS DE CARBONETO DE SILÍCIO;01/01/2016;;KG;QUILOGRAMA;
69039012;PRODUTOS CERÂMICOS;69039012 - OUTS.TUBOS DE COMPOSTOS DE ZIRCÔNIO;01/01/2016;;KG;QUILOGRAMA;
69039019;PRODUTOS CERÂMICOS;69039019 - OUTS.TUBOS CERÂMICOS NÃO CIT.ANTERIORMENTE;01/01/2016;;KG;QUILOGRAMA;
69039091;PRODUTOS CERÂMICOS;69039091 - OUTS.PRODS.CERÂM.REFRAT.D/CARBONETO SILÍCIO;01/01/2016;;KG;QUILOGRAMA;
69039092;PRODUTOS CERÂMICOS;69039092 - OUTS.PRODS.CERÂM.REFRAT.COMPOSTS.ZIRCÔNIO;01/01/2016;;KG;QUILOGRAMA;
69039099;PRODUTOS CERÂMICOS;69039099 - OUTS.PRODS.CERÂM.REFRATÁRS.Ñ CIT.ANTERIOR.;01/01/2016;;KG;QUILOGRAMA;
69041000;PRODUTOS CERÂMICOS;69041000 - TIJOLOS PARA CONSTRUÇÃO DE CERÂMICA;01/01/2016;;1000UN;MIL UNIDADES;
69049000;PRODUTOS CERÂMICOS;69049000 - OUTS.PROD.D/CERÂMICA P/CONSTR. INC.TIJOLOS;01/01/2016;;KG;QUILOGRAMA;
69051000;PRODUTOS CERÂMICOS;69051000 - TELHAS DE CERÂMICA;01/01/2016;;KG;QUILOGRAMA;
69059000;PRODUTOS CERÂMICOS;69059000 - OUTROS PRODUTOS CERÂMICOS P/ CONSTRUÇÃO;01/01/2016;;KG;QUILOGRAMA;
69060000;PRODUTOS CERÂMICOS;69060000 - TUBOS,CALHAS OU ALGEROZES P/CANAL.D/CERÂM.;01/01/2016;;KG;QUILOGRAMA;
69071000;PRODUTOS CERÂMICOS;69071000 - LADR.CUB.SEM.Ñ VIDR/ESM.MMO.FORMA DIFERENT.;01/01/2016;31/03/2017;M2;METRO QUADRADO;
69072100;PRODUTOS CERÂMICOS;Novo NCM;01/01/2017;;M2;METRO QUADRADO;
69072200;PRODUTOS CERÂMICOS;Novo NCM;01/01/2017;;M2;METRO QUADRADO;
69072300;PRODUTOS CERÂMICOS;Novo NCM;01/01/2017;;M2;METRO QUADRADO;
69073000;PRODUTOS CERÂMICOS;Novo NCM;01/01/2017;;M2;METRO QUADRADO;
69074000;PRODUTOS CERÂMICOS;Novo NCM;01/01/2017;;M2;METRO QUADRADO;
69079000;PRODUTOS CERÂMICOS;69079000 - OUTS.LADR.CUBOS E SEM.EXC.CIT.ANTERIORMENTE;01/01/2016;31/03/2017;M2;METRO QUADRADO;
69081000;PRODUTOS CERÂMICOS;69081000 - LADR.CUB.S/FORMA/RET/QUAD>SUP.INS.QUAD<7CM;01/01/2016;31/03/2017;M2;METRO QUADRADO;
69089000;PRODUTOS CERÂMICOS;69089000 - OUTS.LADR./CUBOS/SEM.Ñ CIT. ANTERIORMENTE;01/01/2016;31/03/2017;M2;METRO QUADRADO;
69091100;PRODUTOS CERÂMICOS;69091100 - APARS.ART.P/USO QUÍM/OUT.USO TÉC.PORCELANA;01/01/2016;;KG;QUILOGRAMA;
69091210;PRODUTOS CERÂMICOS;69091210 - GUIA-FIOS PARA MÁQUINA TÊXTIL;01/01/2016;;KG;QUILOGRAMA;
69091220;PRODUTOS CERÂMICOS;69091220 - GUIAS DE AGULHAS P/CABEÇAS DE IMPRESSÃO;01/01/2016;;KG;QUILOGRAMA;
69091230;PRODUTOS CERÂMICOS;69091230 - ANÉIS D/CARBONETO D/SILÍCIO P/JUNTAS D/VED.MECÂNICAS;01/01/2016;;KG;QUILOGRAMA;
69091290;PRODUTOS CERÂMICOS;69091290 - OUTS.ART.CERÂM.,EXC.PORCELANA,DUREZ>=9MOHS;01/01/2016;;KG;QUILOGRAMA;
69091910;PRODUTOS CERÂMICOS;69091910 - GUIA-FIOS P/MÁQUINA TÊXTIL;01/01/2016;;KG;QUILOGRAMA;
69091920;PRODUTOS CERÂMICOS;69091920 - GUIAS DE AGULHAS P/CABEÇAS DE IMPRESSÃO;01/01/2016;;KG;QUILOGRAMA;
69091930;PRODUTOS CERÂMICOS;69091930 - COLMÉIA D/CERÂM.DEPUR.CONVERS.CATALÍT.GAS.;01/01/2016;;KG;QUILOGRAMA;
69091990;PRODUTOS CERÂMICOS;69091990 - OUTS.APAR.ART.CER.USOS QUÍM/USOS TÉCNICOS;01/01/2016;;KG;QUILOGRAMA;
69099000;PRODUTOS CERÂMICOS;69099000 - OUTS.APAR.ART.CER.USOS QUÍM/TÉC.Ñ CIT.ANTER.;01/01/2016;;KG;QUILOGRAMA;
69101000;PRODUTOS CERÂMICOS;69101000 - PIAS,LAVATÓRIOS,BANHEIRAS,SANIT.D/PORCELANA;01/01/2016;;UN;UNIDADE;
69109000;PRODUTOS CERÂMICOS;69109000 - OUTS.LAVATÓRIOS,BANHEIRAS,SANIT.EXC.D/PORC.;01/01/2016;;UN;UNIDADE;
69111010;PRODUTOS CERÂMICOS;69111010 - CONJUNTO P/JANTAR,CAFÉ,CHÁ,ETC.D/PORCELANA;01/01/2016;;KG;QUILOGRAMA;
69111090;PRODUTOS CERÂMICOS;69111090 - OUTS.ARTIGOS P/SERVÇO D/MESA,COZ.,D/PORCEL.;01/01/2016;;KG;QUILOGRAMA;
69119000;PRODUTOS CERÂMICOS;69119000 - OUTS.LOUÇAS/ART.DOM./ART.HIG/TOUC.,D/PORCEL.;01/01/2016;;KG;QUILOGRAMA;
69120000;PRODUTOS CERÂMICOS;69120000 - LOUÇA/ART.DOM./HIG/TOUC-CERÂMICA-EXC.PORCEL.;01/01/2016;;KG;QUILOGRAMA;
69131000;PRODUTOS CERÂMICOS;69131000 - ESTATUETAS,OUTS.OBJETOS D/ORN.D/PORCELANA;01/01/2016;;KG;QUILOGRAMA;
69139000;PRODUTOS CERÂMICOS;69139000 - OUTS.ESTATUETAS/OBJ.ORNAMENTAÇÃO-CERÂMICA;01/01/2016;;KG;QUILOGRAMA;
69141000;PRODUTOS CERÂMICOS;69141000 - OUTRAS OBRAS DE PORCELANA;01/01/2016;;KG;QUILOGRAMA;
69149000;PRODUTOS CERÂMICOS;69149000 - OUTS.OBRAS D/CERÂMICA, EXCETO PORCELANA;01/01/2016;;KG;QUILOGRAMA;
70010000;VIDRO E SUAS OBRAS;"70010000 - CACOS FRAG/DESP/RESÍD.D/VIDROS;BLOC/MASSAS";01/01/2016;;KG;QUILOGRAMA;
70021000;VIDRO E SUAS OBRAS;70021000 - ESFERAS-VIDRO Ñ TRAB.EXC.MICROESF.POS.7018;01/01/2016;;KG;QUILOGRAMA;
70022000;VIDRO E SUAS OBRAS;70022000 - BARRAS OU VARETAS,DE VIDRO,Ñ TRABALHADO;01/01/2016;;KG;QUILOGRAMA;
70023100;VIDRO E SUAS OBRAS;70023100 - TUBOS QUARTZO/OU OUTS.SÍLICAS FUNDIDOS;01/01/2016;;KG;QUILOGRAMA;
70023200;VIDRO E SUAS OBRAS;70023200 - TUBOS OUT.VIDRO COEF.LINEAR Ñ SUP.5X10-6 KELVI;01/01/2016;;KG;QUILOGRAMA;
70023900;VIDRO E SUAS OBRAS;70023900 - OUTS.VIDROS-ESF/BARRAS/VAR/TUBOS,Ñ TRABALH.;01/01/2016;;KG;QUILOGRAMA;
70031200;VIDRO E SUAS OBRAS;70031200 - CHAP.FLS D/VID.Ñ ARM.VAZ.COR.MASS.OPAC.,FOLH.;01/01/2016;;M2;METRO QUADRADO;
70031900;VIDRO E SUAS OBRAS;70031900 - OUTS.CHAPAS E FOLHAS NÃO ARMADAS;01/01/2016;;M2;METRO QUADRADO;
70032000;VIDRO E SUAS OBRAS;70032000 - CHAPS.FLS.ARM.C/CAM.ABS/REFL.S/QQ.OUT.TRAB.;01/01/2016;;M2;METRO QUADRADO;
70033000;VIDRO E SUAS OBRAS;70033000 - PERFIS DE VIDRO VAZADO OU LAMINADO;01/01/2016;;M2;METRO QUADRADO;
70042000;VIDRO E SUAS OBRAS;70042000 - VIDRO ESTIR.COR.NA MASSA,OPACIF.OU FOLHEADO;01/01/2016;;M2;METRO QUADRADO;
70049000;VIDRO E SUAS OBRAS;70049000 - OUTRO VIDRO ESTIRADO OU SOPRADO;01/01/2016;;M2;METRO QUADRADO;
70051000;VIDRO E SUAS OBRAS;70051000 - VIDRO Ñ ARMADO C/CAM.ABSORVENTE/REFLETORA;01/01/2016;;M2;METRO QUADRADO;
70052100;VIDRO E SUAS OBRAS;70052100 - OUT.VID.Ñ ARM.COR.MAS.OPAC/FOL/SIMP.DEBAST.;01/01/2016;;M2;METRO QUADRADO;
70052900;VIDRO E SUAS OBRAS;70052900 - OUTS.VIDROS Ñ CIT.ANTERIORMENTE;01/01/2016;;M2;METRO QUADRADO;
70053000;VIDRO E SUAS OBRAS;70053000 - VIDRO ARMADO;01/01/2016;;M2;METRO QUADRADO;
70060000;VIDRO E SUAS OBRAS;70060000 - VIDRO POS.7003/04/05 REC.BIS.GRAV.SEM.Ñ EMOLD.;01/01/2016;;KG;QUILOGRAMA;
70071100;VIDRO E SUAS OBRAS;70071100 - VIDR.TEMP.P/AUTOM.AERON.BARCOS E OUTS.VEÍC.;01/01/2016;;UN;UNIDADE;Revertido pela NT 2016.001 v1.30
70071900;VIDRO E SUAS OBRAS;70071900 - OUTS.VIDR.TEMP.EX.P/AUTO.AERO.BARC.OUT.VEÍC.;01/01/2016;;M2;METRO QUADRADO;
70072100;VIDRO E SUAS OBRAS;70072100 - VIDROS F/FOLS.CONTRAC.P/AUTO AERO.BARC.VEÍC.;01/01/2016;;UN;UNIDADE;Revertido pela NT 2016.001 v1.30
70072900;VIDRO E SUAS OBRAS;70072900 - OUTS.VIDROS CONTRAC.EX.P/AUT.AERO.BARC.VEÍC.;01/01/2016;;M2;METRO QUADRADO;
70080000;VIDRO E SUAS OBRAS;70080000 - VIDROS ISOLANTES DE PAREDES MÚLTIPLAS;01/01/2016;;KG;QUILOGRAMA;
70091000;VIDRO E SUAS OBRAS;70091000 - ESPELHOS RETROVISORES P/VEÍCULOS,DE VIDRO;01/01/2016;;KG;QUILOGRAMA;
70099100;VIDRO E SUAS OBRAS;70099100 - OUTROS ESPELHOS NÃO EMOLDURADOS,DE VIDRO;01/01/2016;;KG;QUILOGRAMA;
70099200;VIDRO E SUAS OBRAS;70099200 - OUTROS ESPELHOS EMOLDURADOS, DE VIDRO;01/01/2016;;KG;QUILOGRAMA;
70101000;VIDRO E SUAS OBRAS;70101000 - AMPOLAS DE VIDRO;01/01/2016;;KG;QUILOGRAMA;
70102000;VIDRO E SUAS OBRAS;70102000 - ROLHAS,TAMPAS E DISPOSIT.SEMELHS.DE VIDRO;01/01/2016;;KG;QUILOGRAMA;
70109011;VIDRO E SUAS OBRAS;70109011 - GARRAFÕES E GARRAFAS DE VIDRO SUP.A 1 LITRO;01/01/2016;;KG;QUILOGRAMA;
70109012;VIDRO E SUAS OBRAS;70109012 - FRASCOS,BOIÕES,VASOS,OUTS.D/VIDRO SUPERIOR A 1 L;01/01/2016;;KG;QUILOGRAMA;
70109021;VIDRO E SUAS OBRAS;70109021 - GARRAFÕES E GARRAFAS DE VIDRO >0,33,<1 L;01/01/2016;;KG;QUILOGRAMA;
70109022;VIDRO E SUAS OBRAS;70109022 - FRASCOS,BOIÕES,VASOS,OUTS.D/VIDRO >0,33 <1 L;01/01/2016;;KG;QUILOGRAMA;
70109090;VIDRO E SUAS OBRAS;70109090 - OUTROS DISPOSIT. D/USO SEMELHANTE D/VIDRO;01/01/2016;;KG;QUILOGRAMA;
70111010;VIDRO E SUAS OBRAS;70111010 - AMPOL/INVLC.P/LÂMP/TUB.DESCARGAS INCL.FLASH;01/01/2016;;KG;QUILOGRAMA;
70111021;VIDRO E SUAS OBRAS;70111021 - BULBOS DIÂM.;01/01/2016;;KG;QUILOGRAMA;
70111029;VIDRO E SUAS OBRAS;70111029 - AMPOLAS D/VIDR.,ETC.P/LÂMPS.D/INCANDESCÊNCIA;01/01/2016;;KG;QUILOGRAMA;
70111090;VIDRO E SUAS OBRAS;70111090 - OUTS.AMPOL,INVL,Ñ CITADOS ANTERIORMENTE;01/01/2016;;KG;QUILOGRAMA;
70112000;VIDRO E SUAS OBRAS;70112000 - AMPOLAS D/VIDRO,ETC.P/TUBOS CATÓDICOS;01/01/2016;;KG;QUILOGRAMA;
70119000;VIDRO E SUAS OBRAS;70119000 - OUTS.AMPOLAS/INVÓLUCROS D/VIDR./SUAS PARTES;01/01/2016;;KG;QUILOGRAMA;
70131000;VIDRO E SUAS OBRAS;70131000 - OBJETOS D/VITROCERÂMICA EXC.D/POS.7010 E 7018;01/01/2016;;KG;QUILOGRAMA;
70132200;VIDRO E SUAS OBRAS;70132200 - COPOS C/PÉ,D/CRISTAL D/CHUMBO,EXC.D/VITROCERÂMICA;01/01/2016;;KG;QUILOGRAMA;
70132800;VIDRO E SUAS OBRAS;70132800 - COPOS C/PÉ, EXC. D/VITROCERÂMICA E D/CRISTAL D/CHUMBO;01/01/2016;;KG;QUILOGRAMA;
70133300;VIDRO E SUAS OBRAS;70133300 - OUTS. COPOS D/CRISTAL D/CHUMBO, EXC. D/VITROCERÂMICA;01/01/2016;;KG;QUILOGRAMA;
70133700;VIDRO E SUAS OBRAS;70133700 - OUTS.COPOS EXC.D/VITROCERÂMICA E D/CRISTAL D/CHUMBO;01/01/2016;;KG;QUILOGRAMA;
70134100;VIDRO E SUAS OBRAS;70134100 - OBJ.MESA,COZ,(EXC.COPS)EX.VITR,D/CRIST.CHUMBO;01/01/2016;;KG;QUILOGRAMA;
70134210;VIDRO E SUAS OBRAS;70134210 - CAFET.,CHALEIRAS VID.COEF.DIL.LIN.Ñ SUP.5X10-6K;01/01/2016;;KG;QUILOGRAMA;
70134290;VIDRO E SUAS OBRAS;70134290 - OUT.OBJ.VIDRO,SERV.MESA/COZ.,DIL.Ñ SUP.5X10-6K;01/01/2016;;KG;QUILOGRAMA;
70134900;VIDRO E SUAS OBRAS;70134900 - OUTS.OBJ.SERV.MESA/COZINHA,EXC.CIT.ANTERIOR;01/01/2016;;KG;QUILOGRAMA;
70139110;VIDRO E SUAS OBRAS;70139110 - OUTS.OBJ.CRISTAL D/CHUMBO P/ORNAM.INTERIOR;01/01/2016;;KG;QUILOGRAMA;
70139190;VIDRO E SUAS OBRAS;70139190 - OUTS.OBJ.CRISTAL D/CHUMBO Ñ CIT.ANTERIORM.;01/01/2016;;KG;QUILOGRAMA;
70139900;VIDRO E SUAS OBRAS;70139900 - OUTS.OBJ.P/MESA,COZ.,ORNAM.,SEM.EXC.7010/7018;01/01/2016;;KG;QUILOGRAMA;
70140000;VIDRO E SUAS OBRAS;70140000 - ARTEFATOS D/VIDRO P/SINALIZAÇÃO, ETC.EXC.7015;01/01/2016;;KG;QUILOGRAMA;
70151010;VIDRO E SUAS OBRAS;70151010 - VIDRO P/ LENTES CORRETIVAS,FOTOCROMÁTICOS;01/01/2016;;KG;QUILOGRAMA;
70151091;VIDRO E SUAS OBRAS;70151091 - VIDROS PARA LENTES CORRETIVAS, BRANCOS;01/01/2016;;KG;QUILOGRAMA;
70151092;VIDRO E SUAS OBRAS;70151092 - VIDROS PARA LENTES CORRETIVAS, COLORIDOS;01/01/2016;;KG;QUILOGRAMA;
70159010;VIDRO E SUAS OBRAS;70159010 - VIDROS PARA RELÓGIOS;01/01/2016;;KG;QUILOGRAMA;
70159020;VIDRO E SUAS OBRAS;70159020 - VIDROS P/MÁSCARAS,ÓCULOS/ANTEPAR.,PROTET.;01/01/2016;;KG;QUILOGRAMA;
70159030;VIDRO E SUAS OBRAS;70159030 - VIDROS PARA OS DEMAIS ÓCULOS;01/01/2016;;KG;QUILOGRAMA;
70159090;VIDRO E SUAS OBRAS;70159090 - OUTS.VIDROS P/RELÓGIOS E SEMELH.,P/LENTES;01/01/2016;;KG;QUILOGRAMA;
70161000;VIDRO E SUAS OBRAS;70161000 - CUBOS,PAST.ART.SEM.,D/VIDRO,P/MOSAIC./DECOR.;01/01/2016;;KG;QUILOGRAMA;
70169000;VIDRO E SUAS OBRAS;70169000 - OUTS.ART.VID.PRENS./MOLD.,Ñ CIT.ANTERIORMENTE;01/01/2016;;KG;QUILOGRAMA;
70171000;VIDRO E SUAS OBRAS;70171000 - ART.P/LAB.,HIG.,FARM.D/QUARTZ/OUT.SÍLICAS FUND.;01/01/2016;;KG;QUILOGRAMA;
70172000;VIDRO E SUAS OBRAS;70172000 - ART.LAB,HIG,FAR.OUT.VIDR.COEF.LIN.Ñ SUP>5X10-6;01/01/2016;;KG;QUILOGRAMA;
70179000;VIDRO E SUAS OBRAS;70179000 - OUT.ART.DE VID.P/LAB,HIG,FARM.Ñ CIT.ANTERIORM.;01/01/2016;;KG;QUILOGRAMA;
70181010;VIDRO E SUAS OBRAS;70181010 - CONTAS DE VIDRO;01/01/2016;;KG;QUILOGRAMA;
